provincia,partido,localidad,tecnologia,link_indec,accesos
BUENOS AIRES,25 de Mayo,25 de Mayo,ADSL,6854100,529
BUENOS AIRES,25 de Mayo,25 de Mayo,CABLEMODEM,6854100,4600
BUENOS AIRES,25 de Mayo,25 de Mayo,FIBRA OPTICA,6854100,4
BUENOS AIRES,25 de Mayo,25 de Mayo,SATELITAL,6854100,895
BUENOS AIRES,25 de Mayo,25 de Mayo,WIRELESS,6854100,727
BUENOS AIRES,25 de Mayo,Agustín Mosconi,SATELITAL,6854010,13
BUENOS AIRES,25 de Mayo,Del Valle,ADSL,6854020,181
BUENOS AIRES,25 de Mayo,Del Valle,Otros,6854020,10
BUENOS AIRES,25 de Mayo,Del Valle,SATELITAL,6854020,18
BUENOS AIRES,25 de Mayo,Ernestina,ADSL,6854030,75
BUENOS AIRES,25 de Mayo,Ernestina,SATELITAL,6854030,7
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,FIBRA OPTICA,6854040,7
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,SATELITAL,6854040,8
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,WIRELESS,6854040,225
BUENOS AIRES,25 de Mayo,Lucas Monteverde,SATELITAL,6854050,13
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,CABLEMODEM,6854060,782
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,FIBRA OPTICA,6854060,950
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,Otros,6854060,20
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,SATELITAL,6854060,29
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,WIRELESS,6854060,128
BUENOS AIRES,25 de Mayo,Pedernales,ADSL,6854070,372
BUENOS AIRES,25 de Mayo,Pedernales,FIBRA OPTICA,6854070,240
BUENOS AIRES,25 de Mayo,Pedernales,SATELITAL,6854070,10
BUENOS AIRES,25 de Mayo,Pedernales,WIRELESS,6854070,7
BUENOS AIRES,25 de Mayo,San Enrique,SATELITAL,6854080,17
BUENOS AIRES,25 de Mayo,Valdés,SATELITAL,6854090,23
BUENOS AIRES,9 de Julio,12 de Octubre,SATELITAL,6588030,17
BUENOS AIRES,9 de Julio,12 de Octubre,WIRELESS,6588030,19
BUENOS AIRES,9 de Julio,9 de Julio,ADSL,6588100,3147
BUENOS AIRES,9 de Julio,9 de Julio,CABLEMODEM,6588100,3443
BUENOS AIRES,9 de Julio,9 de Julio,DIAL UP,6588100,79
BUENOS AIRES,9 de Julio,9 de Julio,FIBRA OPTICA,6588100,8778
BUENOS AIRES,9 de Julio,9 de Julio,SATELITAL,6588100,69
BUENOS AIRES,9 de Julio,9 de Julio,WIRELESS,6588100,831
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),ADSL,6588010,450
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),Otros,6588010,60
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),SATELITAL,6588010,15
BUENOS AIRES,9 de Julio,Carlos María Naón,FIBRA OPTICA,6588020,62
BUENOS AIRES,9 de Julio,Carlos María Naón,SATELITAL,6588020,10
BUENOS AIRES,9 de Julio,Dudignac,SATELITAL,6588040,12
BUENOS AIRES,9 de Julio,Dudignac,WIRELESS,6588040,474
BUENOS AIRES,9 de Julio,La Aurora  (Est. La Niña),SATELITAL,6588050,13
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),ADSL,6588060,193
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),FIBRA OPTICA,6588060,1
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),SATELITAL,6588060,17
BUENOS AIRES,9 de Julio,Marcelino Ugarte  (Est. Dennehy),SATELITAL,6588070,5
BUENOS AIRES,9 de Julio,Morea,SATELITAL,6588080,4
BUENOS AIRES,9 de Julio,Morea,WIRELESS,6588080,130
BUENOS AIRES,9 de Julio,Norumbega,SATELITAL,6588090,8
BUENOS AIRES,9 de Julio,Patricios,ADSL,6588110,90
BUENOS AIRES,9 de Julio,Patricios,FIBRA OPTICA,6588110,2
BUENOS AIRES,9 de Julio,Patricios,SATELITAL,6588110,7
BUENOS AIRES,9 de Julio,Patricios,WIRELESS,6588110,50
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),FIBRA OPTICA,6588120,210
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),SATELITAL,6588120,8
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),WIRELESS,6588120,42
BUENOS AIRES,Adolfo Alsina,Carhué,ADSL,6007010,732
BUENOS AIRES,Adolfo Alsina,Carhué,DIAL UP,6007010,1
BUENOS AIRES,Adolfo Alsina,Carhué,FIBRA OPTICA,6007010,1417
BUENOS AIRES,Adolfo Alsina,Carhué,Otros,6007010,1
BUENOS AIRES,Adolfo Alsina,Carhué,SATELITAL,6007010,25
BUENOS AIRES,Adolfo Alsina,Carhué,WIRELESS,6007010,1073
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,FIBRA OPTICA,6007020,208
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,SATELITAL,6007020,9
BUENOS AIRES,Adolfo Alsina,Delfín Huergo,SATELITAL,6007030,4
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,FIBRA OPTICA,6007050,60
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,SATELITAL,6007050,3
BUENOS AIRES,Adolfo Alsina,La Pala,SATELITAL,6007060,3
BUENOS AIRES,Adolfo Alsina,Maza,FIBRA OPTICA,6007070,390
BUENOS AIRES,Adolfo Alsina,Maza,SATELITAL,6007070,17
BUENOS AIRES,Adolfo Alsina,Maza,WIRELESS,6007070,14
BUENOS AIRES,Adolfo Alsina,Rivera,FIBRA OPTICA,6007080,1310
BUENOS AIRES,Adolfo Alsina,Rivera,SATELITAL,6007080,9
BUENOS AIRES,Adolfo Alsina,Thames,SATELITAL,6007010,3
BUENOS AIRES,Adolfo Alsina,Villa Margarita,SATELITAL,6007100,2
BUENOS AIRES,Adolfo Alsina,Yutuyaco,SATELITAL,6007110,18
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),ADSL,6014010,355
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),DIAL UP,6014010,2
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),FIBRA OPTICA,6014010,943
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),SATELITAL,6014010,34
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),WIRELESS,6014010,690
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,FIBRA OPTICA,6014020,689
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,SATELITAL,6014020,18
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,WIRELESS,6014020,53
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,SATELITAL,6014030,13
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,WIRELESS,6014030,48
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,SATELITAL,6014040,3
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,WIRELESS,6014040,14
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),ADSL,6021010,199
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),DIAL UP,6021010,5
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),FIBRA OPTICA,6021010,1
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),SATELITAL,6021010,16
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),WIRELESS,6021010,2
BUENOS AIRES,Alberti,Coronel Seguí,SATELITAL,6021020,2
BUENOS AIRES,Alberti,Coronel Seguí,WIRELESS,6021020,5
BUENOS AIRES,Alberti,Mechita,ADSL,6021030,285
BUENOS AIRES,Alberti,Mechita,SATELITAL,6021030,7
BUENOS AIRES,Alberti,Pla,SATELITAL,6021040,4
BUENOS AIRES,Alberti,Villa Grisolía  (Est. Achupallas),SATELITAL,6021050,9
BUENOS AIRES,Alberti,Villa María,SATELITAL,6021060,1
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),SATELITAL,6021070,1
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),WIRELESS,6021070,24
BUENOS AIRES,Almirante Brown,Adrogué,ADSL,6028010,17
BUENOS AIRES,Almirante Brown,Adrogué,CABLEMODEM,6028010,9137
BUENOS AIRES,Almirante Brown,Adrogué,DIAL UP,6028010,47
BUENOS AIRES,Almirante Brown,Adrogué,FIBRA OPTICA,6028010,13738
BUENOS AIRES,Almirante Brown,Adrogué,Otros,6028010,103
BUENOS AIRES,Almirante Brown,Adrogué,SATELITAL,6028010,17
BUENOS AIRES,Almirante Brown,Adrogué,WIRELESS,6028010,26
BUENOS AIRES,Almirante Brown,Burzaco,ADSL,6028010,29
BUENOS AIRES,Almirante Brown,Burzaco,CABLEMODEM,6028010,16071
BUENOS AIRES,Almirante Brown,Burzaco,DIAL UP,6028010,35
BUENOS AIRES,Almirante Brown,Burzaco,FIBRA OPTICA,6028010,14148
BUENOS AIRES,Almirante Brown,Burzaco,Otros,6028010,9
BUENOS AIRES,Almirante Brown,Burzaco,SATELITAL,6028010,43
BUENOS AIRES,Almirante Brown,Burzaco,WIRELESS,6028010,279
BUENOS AIRES,Almirante Brown,Claypole,ADSL,6028010,3
BUENOS AIRES,Almirante Brown,Claypole,CABLEMODEM,6028010,7533
BUENOS AIRES,Almirante Brown,Claypole,DIAL UP,6028010,3
BUENOS AIRES,Almirante Brown,Claypole,FIBRA OPTICA,6028010,5217
BUENOS AIRES,Almirante Brown,Claypole,Otros,6028010,2
BUENOS AIRES,Almirante Brown,Claypole,SATELITAL,6028010,2
BUENOS AIRES,Almirante Brown,Claypole,WIRELESS,6028010,2
BUENOS AIRES,Almirante Brown,Don Orione,CABLEMODEM,6028010,5404
BUENOS AIRES,Almirante Brown,Don Orione,Otros,6028010,25
BUENOS AIRES,Almirante Brown,Don Orione,SATELITAL,6028010,11
BUENOS AIRES,Almirante Brown,Don Orione,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,Glew,CABLEMODEM,6028010,8757
BUENOS AIRES,Almirante Brown,Glew,DIAL UP,6028010,9
BUENOS AIRES,Almirante Brown,Glew,FIBRA OPTICA,6028010,13483
BUENOS AIRES,Almirante Brown,Glew,SATELITAL,6028010,16
BUENOS AIRES,Almirante Brown,Glew,WIRELESS,6028010,54
BUENOS AIRES,Almirante Brown,Jose Mármol,CABLEMODEM,6028010,7267
BUENOS AIRES,Almirante Brown,Jose Mármol,DIAL UP,6028010,1
BUENOS AIRES,Almirante Brown,Jose Mármol,FIBRA OPTICA,6028010,1877
BUENOS AIRES,Almirante Brown,Jose Mármol,Otros,6028010,2
BUENOS AIRES,Almirante Brown,Jose Mármol,SATELITAL,6028010,2
BUENOS AIRES,Almirante Brown,Jose Mármol,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,Longchamps,ADSL,6028010,14
BUENOS AIRES,Almirante Brown,Longchamps,CABLEMODEM,6028010,8882
BUENOS AIRES,Almirante Brown,Longchamps,DIAL UP,6028010,20
BUENOS AIRES,Almirante Brown,Longchamps,FIBRA OPTICA,6028010,9572
BUENOS AIRES,Almirante Brown,Longchamps,Otros,6028010,24
BUENOS AIRES,Almirante Brown,Longchamps,SATELITAL,6028010,16
BUENOS AIRES,Almirante Brown,Longchamps,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,ADSL,6028010,1
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,CABLEMODEM,6028010,4545
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,DIAL UP,6028010,2
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,FIBRA OPTICA,6028010,1960
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,Otros,6028010,4
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,SATELITAL,6028010,5
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,ADSL,6028010,2
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,CABLEMODEM,6028010,3489
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,DIAL UP,6028010,3
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,FIBRA OPTICA,6028010,5001
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,Otros,6028010,1
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,SATELITAL,6028010,19
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,WIRELESS,6028010,1
BUENOS AIRES,Almirante Brown,Rafael Calzada,ADSL,6028010,7
BUENOS AIRES,Almirante Brown,Rafael Calzada,CABLEMODEM,6028010,10808
BUENOS AIRES,Almirante Brown,Rafael Calzada,DIAL UP,6028010,14
BUENOS AIRES,Almirante Brown,Rafael Calzada,FIBRA OPTICA,6028010,11227
BUENOS AIRES,Almirante Brown,Rafael Calzada,Otros,6028010,1
BUENOS AIRES,Almirante Brown,Rafael Calzada,SATELITAL,6028010,3
BUENOS AIRES,Almirante Brown,Rafael Calzada,WIRELESS,6028010,340
BUENOS AIRES,Almirante Brown,San Francisco Solano,ADSL,6028010,2
BUENOS AIRES,Almirante Brown,San Francisco Solano,CABLEMODEM,6028010,4234
BUENOS AIRES,Almirante Brown,San Francisco Solano,DIAL UP,6028010,4
BUENOS AIRES,Almirante Brown,San Francisco Solano,FIBRA OPTICA,6028010,6037
BUENOS AIRES,Almirante Brown,San Francisco Solano,Otros,6028010,1
BUENOS AIRES,Almirante Brown,San Francisco Solano,SATELITAL,6028010,1
BUENOS AIRES,Almirante Brown,San Francisco Solano,WIRELESS,6028010,2
BUENOS AIRES,Almirante Brown,San Jose,ADSL,6028010,1
BUENOS AIRES,Almirante Brown,San Jose,CABLEMODEM,6028010,8640
BUENOS AIRES,Almirante Brown,San Jose,DIAL UP,6028010,1
BUENOS AIRES,Almirante Brown,San Jose,FIBRA OPTICA,6028010,1845
BUENOS AIRES,Almirante Brown,San Jose,Otros,6028010,1
BUENOS AIRES,Almirante Brown,San Jose,SATELITAL,6028010,8
BUENOS AIRES,Almirante Brown,San Jose,WIRELESS,6028010,1
BUENOS AIRES,AMBA,Otros,CABLEMODEM,0,0
BUENOS AIRES,AMBA,Otros,OTROS,0,0
BUENOS AIRES,AMBA,Otros,WIRELESS,0,13
BUENOS AIRES,Arrecifes,Arrecifes,ADSL,6077010,615
BUENOS AIRES,Arrecifes,Arrecifes,CABLEMODEM,6077010,1295
BUENOS AIRES,Arrecifes,Arrecifes,DIAL UP,6077010,12
BUENOS AIRES,Arrecifes,Arrecifes,FIBRA OPTICA,6077010,7422
BUENOS AIRES,Arrecifes,Arrecifes,SATELITAL,6077010,74
BUENOS AIRES,Arrecifes,Arrecifes,WIRELESS,6077010,1210
BUENOS AIRES,Arrecifes,Todd,FIBRA OPTICA,6077020,353
BUENOS AIRES,Arrecifes,Todd,SATELITAL,6077020,4
BUENOS AIRES,Arrecifes,Viña,ADSL,6077030,50
BUENOS AIRES,Arrecifes,Viña,SATELITAL,6077030,8
BUENOS AIRES,Arrecifes,Viña,WIRELESS,6077030,25
BUENOS AIRES,Avellaneda,Area Reserva Cinturón Ecológico,SATELITAL,6035010,25
BUENOS AIRES,Avellaneda,Avellaneda,ADSL,6035010,119
BUENOS AIRES,Avellaneda,Avellaneda,CABLEMODEM,6035010,8282
BUENOS AIRES,Avellaneda,Avellaneda,DIAL UP,6035010,42
BUENOS AIRES,Avellaneda,Avellaneda,FIBRA OPTICA,6035010,9010
BUENOS AIRES,Avellaneda,Avellaneda,Otros,6035010,85
BUENOS AIRES,Avellaneda,Avellaneda,SATELITAL,6035010,36
BUENOS AIRES,Avellaneda,Avellaneda,WIRELESS,6035010,71
BUENOS AIRES,Avellaneda,Crucesita,ADSL,6035010,1
BUENOS AIRES,Avellaneda,Crucesita,CABLEMODEM,6035010,4686
BUENOS AIRES,Avellaneda,Crucesita,FIBRA OPTICA,6035010,3297
BUENOS AIRES,Avellaneda,Crucesita,Otros,6035010,37
BUENOS AIRES,Avellaneda,Crucesita,SATELITAL,6035010,10
BUENOS AIRES,Avellaneda,Dock Sud,ADSL,6035010,11
BUENOS AIRES,Avellaneda,Dock Sud,CABLEMODEM,6035010,593
BUENOS AIRES,Avellaneda,Dock Sud,FIBRA OPTICA,6035010,1913
BUENOS AIRES,Avellaneda,Dock Sud,SATELITAL,6035010,51
BUENOS AIRES,Avellaneda,Dock Sud,WIRELESS,6035010,26
BUENOS AIRES,Avellaneda,Gerli,ADSL,6035010,3
BUENOS AIRES,Avellaneda,Gerli,CABLEMODEM,6035010,5420
BUENOS AIRES,Avellaneda,Gerli,FIBRA OPTICA,6035010,5103
BUENOS AIRES,Avellaneda,Gerli,Otros,6035010,4
BUENOS AIRES,Avellaneda,Gerli,SATELITAL,6035010,15
BUENOS AIRES,Avellaneda,Pineyro,ADSL,6035010,9
BUENOS AIRES,Avellaneda,Pineyro,CABLEMODEM,6035010,5359
BUENOS AIRES,Avellaneda,Pineyro,DIAL UP,6035010,1
BUENOS AIRES,Avellaneda,Pineyro,FIBRA OPTICA,6035010,2858
BUENOS AIRES,Avellaneda,Pineyro,Otros,6035010,3
BUENOS AIRES,Avellaneda,Pineyro,SATELITAL,6035010,9
BUENOS AIRES,Avellaneda,Sarandí,ADSL,6035010,23
BUENOS AIRES,Avellaneda,Sarandí,CABLEMODEM,6035010,8997
BUENOS AIRES,Avellaneda,Sarandí,DIAL UP,6035010,56
BUENOS AIRES,Avellaneda,Sarandí,FIBRA OPTICA,6035010,15854
BUENOS AIRES,Avellaneda,Sarandí,Otros,6035010,37
BUENOS AIRES,Avellaneda,Sarandí,SATELITAL,6035010,31
BUENOS AIRES,Avellaneda,Sarandí,WIRELESS,6035010,1
BUENOS AIRES,Avellaneda,Villa Domínico,ADSL,6035010,15
BUENOS AIRES,Avellaneda,Villa Domínico,CABLEMODEM,6035010,8007
BUENOS AIRES,Avellaneda,Villa Domínico,DIAL UP,6035010,2
BUENOS AIRES,Avellaneda,Villa Domínico,FIBRA OPTICA,6035010,7693
BUENOS AIRES,Avellaneda,Villa Domínico,Otros,6035010,8
BUENOS AIRES,Avellaneda,Villa Domínico,SATELITAL,6035010,17
BUENOS AIRES,Avellaneda,Villa Domínico,WIRELESS,6035010,572
BUENOS AIRES,Avellaneda,Wilde,ADSL,6035010,9
BUENOS AIRES,Avellaneda,Wilde,CABLEMODEM,6035010,11565
BUENOS AIRES,Avellaneda,Wilde,DIAL UP,6035010,60
BUENOS AIRES,Avellaneda,Wilde,FIBRA OPTICA,6035010,19201
BUENOS AIRES,Avellaneda,Wilde,Otros,6035010,4
BUENOS AIRES,Avellaneda,Wilde,SATELITAL,6035010,17
BUENOS AIRES,Avellaneda,Wilde,WIRELESS,6035010,114
BUENOS AIRES,Ayacucho,Ayacucho,ADSL,6042010,1439
BUENOS AIRES,Ayacucho,Ayacucho,DIAL UP,6042010,2
BUENOS AIRES,Ayacucho,Ayacucho,FIBRA OPTICA,6042010,1
BUENOS AIRES,Ayacucho,Ayacucho,SATELITAL,6042010,85
BUENOS AIRES,Ayacucho,Ayacucho,WIRELESS,6042010,142
BUENOS AIRES,Ayacucho,La Constancia,SATELITAL,6042020,25
BUENOS AIRES,Ayacucho,La Constancia,WIRELESS,6042020,10
BUENOS AIRES,Ayacucho,Solanet,SATELITAL,6042030,27
BUENOS AIRES,Ayacucho,Solanet,WIRELESS,6042030,27
BUENOS AIRES,Ayacucho,Udaquiola,SATELITAL,6042040,32
BUENOS AIRES,Ayacucho,Udaquiola,WIRELESS,6042040,46
BUENOS AIRES,Azul,16 de Julio,SATELITAL,6049050,7
BUENOS AIRES,Azul,Ariel,SATELITAL,6049010,5
BUENOS AIRES,Azul,Azul,ADSL,6049020,615
BUENOS AIRES,Azul,Azul,CABLEMODEM,6049020,15377
BUENOS AIRES,Azul,Azul,DIAL UP,6049020,46
BUENOS AIRES,Azul,Azul,FIBRA OPTICA,6049020,79
BUENOS AIRES,Azul,Azul,Otros,6049020,14
BUENOS AIRES,Azul,Azul,SATELITAL,6049020,168
BUENOS AIRES,Azul,Azul,WIRELESS,6049020,1145
BUENOS AIRES,Azul,Cacharí,DIAL UP,6049030,2
BUENOS AIRES,Azul,Cacharí,SATELITAL,6049030,42
BUENOS AIRES,Azul,Cacharí,WIRELESS,6049030,521
BUENOS AIRES,Azul,Chillar,FIBRA OPTICA,6049040,1
BUENOS AIRES,Azul,Chillar,SATELITAL,6049040,64
BUENOS AIRES,Azul,Chillar,WIRELESS,6049040,565
BUENOS AIRES,Bahía Blanca,Bahía Blanca,ADSL,6056010,2090
BUENOS AIRES,Bahía Blanca,Bahía Blanca,CABLEMODEM,6056010,100151
BUENOS AIRES,Bahía Blanca,Bahía Blanca,DIAL UP,6056010,360
BUENOS AIRES,Bahía Blanca,Bahía Blanca,FIBRA OPTICA,6056010,22670
BUENOS AIRES,Bahía Blanca,Bahía Blanca,Otros,6056010,61
BUENOS AIRES,Bahía Blanca,Bahía Blanca,SATELITAL,6056010,466
BUENOS AIRES,Bahía Blanca,Bahía Blanca,WIRELESS,6056010,3657
BUENOS AIRES,Bahía Blanca,Cabildo,CABLEMODEM,6056020,193
BUENOS AIRES,Bahía Blanca,Cabildo,DIAL UP,6056020,4
BUENOS AIRES,Bahía Blanca,Cabildo,FIBRA OPTICA,6056020,210
BUENOS AIRES,Bahía Blanca,Cabildo,Otros,6056020,1
BUENOS AIRES,Bahía Blanca,Cabildo,SATELITAL,6056020,5
BUENOS AIRES,Bahía Blanca,Cabildo,WIRELESS,6056020,66
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),ADSL,6056030,191
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),CABLEMODEM,6056030,1746
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),FIBRA OPTICA,6056030,2
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),SATELITAL,6056030,53
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),WIRELESS,6056030,14
BUENOS AIRES,Bahía Blanca,Grunbein,SATELITAL,6056020,93
BUENOS AIRES,Bahía Blanca,Ingeniero White,FIBRA OPTICA,6056020,1
BUENOS AIRES,Bahía Blanca,Ingeniero White,SATELITAL,6056020,70
BUENOS AIRES,Bahía Blanca,Villa Bordeau,SATELITAL,6056020,53
BUENOS AIRES,Bahía Blanca,Villa Espora,SATELITAL,6056020,5
BUENOS AIRES,Balcarce,Balcarce,ADSL,6063010,1038
BUENOS AIRES,Balcarce,Balcarce,CABLEMODEM,6063010,12098
BUENOS AIRES,Balcarce,Balcarce,DIAL UP,6063010,32
BUENOS AIRES,Balcarce,Balcarce,FIBRA OPTICA,6063010,45
BUENOS AIRES,Balcarce,Balcarce,Otros,6063010,9
BUENOS AIRES,Balcarce,Balcarce,SATELITAL,6063010,195
BUENOS AIRES,Balcarce,Balcarce,WIRELESS,6063010,883
BUENOS AIRES,Balcarce,Los Pinos,Otros,6063020,9
BUENOS AIRES,Balcarce,Los Pinos,SATELITAL,6063020,18
BUENOS AIRES,Balcarce,Los Pinos,WIRELESS,6063020,30
BUENOS AIRES,Balcarce,Napaleofú,FIBRA OPTICA,6063030,15
BUENOS AIRES,Balcarce,Napaleofú,SATELITAL,6063030,21
BUENOS AIRES,Balcarce,Napaleofú,WIRELESS,6063030,128
BUENOS AIRES,Balcarce,Ramos Otero,SATELITAL,6063040,22
BUENOS AIRES,Balcarce,Ramos Otero,WIRELESS,6063040,8
BUENOS AIRES,Balcarce,San Agustín,Otros,6063050,3
BUENOS AIRES,Balcarce,San Agustín,SATELITAL,6063050,14
BUENOS AIRES,Balcarce,San Agustín,WIRELESS,6063050,72
BUENOS AIRES,Balcarce,Villa Laguna La Brava,SATELITAL,6063060,34
BUENOS AIRES,Balcarce,Villa Laguna La Brava,WIRELESS,6063060,42
BUENOS AIRES,Baradero,Baradero,ADSL,6070010,573
BUENOS AIRES,Baradero,Baradero,CABLEMODEM,6070010,7513
BUENOS AIRES,Baradero,Baradero,FIBRA OPTICA,6070010,209
BUENOS AIRES,Baradero,Baradero,SATELITAL,6070010,165
BUENOS AIRES,Baradero,Baradero,WIRELESS,6070010,1858
BUENOS AIRES,Baradero,Irineo Portela,SATELITAL,6070020,22
BUENOS AIRES,Baradero,Irineo Portela,WIRELESS,6070020,78
BUENOS AIRES,Baradero,Santa Coloma,SATELITAL,6070030,35
BUENOS AIRES,Baradero,Santa Coloma,WIRELESS,6070030,55
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),ADSL,6070040,79
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),FIBRA OPTICA,6070040,1
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),Otros,6070040,10
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),SATELITAL,6070040,31
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),WIRELESS,6070040,248
BUENOS AIRES,Benito Juárez,Barker,DIAL UP,6084010,1
BUENOS AIRES,Benito Juárez,Barker,FIBRA OPTICA,6084010,11
BUENOS AIRES,Benito Juárez,Barker,SATELITAL,6084010,9
BUENOS AIRES,Benito Juárez,Barker,WIRELESS,6084010,70
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),ADSL,6084020,279
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),DIAL UP,6084020,13
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),FIBRA OPTICA,6084020,563
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),Otros,6084020,4
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),SATELITAL,6084020,39
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),WIRELESS,6084020,147
BUENOS AIRES,Benito Juárez,López,SATELITAL,6084030,7
BUENOS AIRES,Benito Juárez,López,WIRELESS,6084030,12
BUENOS AIRES,Benito Juárez,Tedín Uriburu,SATELITAL,6084040,20
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),FIBRA OPTICA,6084050,20
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),SATELITAL,6084050,9
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),WIRELESS,6084050,100
BUENOS AIRES,Berazategui,Berazategui,ADSL,6091010,12
BUENOS AIRES,Berazategui,Berazategui,CABLEMODEM,6091010,15917
BUENOS AIRES,Berazategui,Berazategui,DIAL UP,6091010,38
BUENOS AIRES,Berazategui,Berazategui,FIBRA OPTICA,6091010,32527
BUENOS AIRES,Berazategui,Berazategui,Otros,6091010,10
BUENOS AIRES,Berazategui,Berazategui,SATELITAL,6091010,33
BUENOS AIRES,Berazategui,Berazategui,WIRELESS,6091010,49
BUENOS AIRES,Berazategui,Berazategui Oeste,ADSL,6091010,16
BUENOS AIRES,Berazategui,Berazategui Oeste,CABLEMODEM,6091010,173
BUENOS AIRES,Berazategui,Berazategui Oeste,FIBRA OPTICA,6091010,16247
BUENOS AIRES,Berazategui,Berazategui Oeste,SATELITAL,6091010,10
